,tokens,Sentiment
967,"[u'We', u've', u'have', u'gotten', u'a', u'much', u'better', u'service', u'from', u'the', u'pizza', u'place', u'next', u'door', u'than', u'the', u'services', u'we', u'received', u'from', u'this', u'restaurant']",0
968,"[u'I', u'don', u't', u'know', u'what', u'the', u'big', u'deal', u'is', u'about', u'this', u'place', u'but', u'I', u'won', u't', u'be', u'back', u'ya', u'all']",0
969,"[u'I', u'immediately', u'said', u'I', u'wanted', u'to', u'talk', u'to', u'the', u'manager', u'but', u'I', u'did', u'not', u'want', u'to', u'talk', u'to', u'the', u'guy', u'who', u'was', u'doing', u'shots', u'of', u'fireball', u'behind', u'the', u'bar']",0
970,"[u'The', u'ambiance', u'isn', u't', u'much', u'better']",0
971,"[u'Unfortunately', u'it', u'only', u'set', u'us', u'up', u'for', u'disapppointment', u'with', u'our', u'entrees']",0
972,"[u'The', u'food', u'wasn', u't', u'good']",0
973,"[u'Your', u'servers', u'suck', u'wait', u'correction', u'our', u'server', u'Heimer', u'sucked']",0
974,"[u'What', u'happened', u'next', u'was', u'pretty', u'off', u'putting']",0
975,"[u'too', u'bad', u'cause', u'I', u'know', u'it', u's', u'family', u'owned', u'I', u'really', u'wanted', u'to', u'like', u'this', u'place']",0
976,"[u'Overpriced', u'for', u'what', u'you', u'are', u'getting']",0
977,"[u'I', u'vomited', u'in', u'the', u'bathroom', u'mid', u'lunch']",0
978,"[u'I', u'kept', u'looking', u'at', u'the', u'time', u'and', u'it', u'had', u'soon', u'become', u'35', u'minutes', u'yet', u'still', u'no', u'food']",0
979,"[u'I', u'have', u'been', u'to', u'very', u'few', u'places', u'to', u'eat', u'that', u'under', u'no', u'circumstances', u'would', u'I', u'ever', u'return', u'to', u'and', u'this', u'tops', u'the', u'list']",0
980,"[u'We', u'started', u'with', u'the', u'tuna', u'sashimi', u'which', u'was', u'brownish', u'in', u'color', u'and', u'obviously', u'wasn', u't', u'fresh']",0
981,"[u'Food', u'was', u'below', u'average']",0
982,"[u'It', u'sure', u'does', u'beat', u'the', u'nachos', u'at', u'the', u'movies', u'but', u'I', u'would', u'expect', u'a', u'little', u'bit', u'more', u'coming', u'from', u'a', u'restaurant']",0
983,"[u'All', u'in', u'all', u'Ha', u'Long', u'Bay', u'was', u'a', u'bit', u'of', u'a', u'flop']",0
984,"[u'The', u'problem', u'I', u'have', u'is', u'that', u'they', u'charge', u'11', u'99', u'for', u'a', u'sandwich', u'that', u'is', u'no', u'bigger', u'than', u'a', u'Subway', u'sub', u'which', u'offers', u'better', u'and', u'more', u'amount', u'of', u'vegetables']",0
985,"[u'Shrimp', u'When', u'I', u'unwrapped', u'it', u'I', u'live', u'only', u'1', u'2', u'a', u'mile', u'from', u'Brushfire', u'it', u'was', u'literally', u'ice', u'cold']",0
986,"[u'It', u'lacked', u'flavor', u'seemed', u'undercooked', u'and', u'dry']",0
987,"[u'It', u'really', u'is', u'impressive', u'that', u'the', u'place', u'hasn', u't', u'closed', u'down']",0
988,"[u'I', u'would', u'avoid', u'this', u'place', u'if', u'you', u'are', u'staying', u'in', u'the', u'Mirage']",0
989,"[u'The', u'refried', u'beans', u'that', u'came', u'with', u'my', u'meal', u'were', u'dried', u'out', u'and', u'crusty', u'and', u'the', u'food', u'was', u'bland']",0
990,"[u'Spend', u'your', u'money', u'and', u'time', u'some', u'place', u'else']",0
991,"[u'A', u'lady', u'at', u'the', u'table', u'next', u'to', u'us', u'found', u'a', u'live', u'green', u'caterpillar', u'In', u'her', u'salad']",0
992,"[u'the', u'presentation', u'of', u'the', u'food', u'was', u'awful']",0
993,"[u'I', u'can', u't', u'tell', u'you', u'how', u'disappointed', u'I', u'was']",0
994,"[u'I', u'think', u'food', u'should', u'have', u'flavor', u'and', u'texture', u'and', u'both', u'were', u'lacking']",0
995,"[u'Appetite', u'instantly', u'gone']",0
996,"[u'Overall', u'I', u'was', u'not', u'impressed', u'and', u'would', u'not', u'go', u'back']",0
997,"[u'The', u'whole', u'experience', u'was', u'underwhelming', u'and', u'I', u'think', u'we', u'll', u'just', u'go', u'to', u'Ninja', u'Sushi', u'next', u'time']",0
998,"[u'Then', u'as', u'if', u'I', u'hadn', u't', u'wasted', u'enough', u'of', u'my', u'life', u'there', u'they', u'poured', u'salt', u'in', u'the', u'wound', u'by', u'drawing', u'out', u'the', u'time', u'it', u'took', u'to', u'bring', u'the', u'check']",0
